
Active Connections

  Proto  Local Address          Foreign Address        State           PID
  TCP    127.0.0.1:56674        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56675        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56676        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56677        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56678        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56679        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56680        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56682        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56683        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56684        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56685        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56686        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56687        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56688        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56689        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56690        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56691        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56692        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56693        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56694        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56695        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56696        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56697        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56698        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56699        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56700        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56701        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56702        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56703        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56704        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56705        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56706        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56707        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56708        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56709        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56710        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56711        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56712        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56713        127.0.0.1:64971        TIME_WAIT       0
  TCP    127.0.0.1:56714        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56715        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56716        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56717        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56718        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56720        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56721        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56722        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56724        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56725        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56726        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56727        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56728        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56729        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56730        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56731        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56733        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56734        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56735        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56736        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56737        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56738        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56739        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56740        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56741        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56742        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56743        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56744        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56745        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56746        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56747        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56748        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56749        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56750        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56751        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56752        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56753        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56754        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56755        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56756        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56757        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56758        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56759        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56760        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56761        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56762        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56763        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56764        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56765        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56766        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56767        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56768        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56769        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56770        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56771        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56772        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56773        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56774        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56775        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56776        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56777        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56778        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56779        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56780        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56781        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56782        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56783        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56784        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56785        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56786        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56787        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56788        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56789        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56790        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56791        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56792        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56793        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56794        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56795        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56796        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56797        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56798        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56799        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56800        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56801        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56803        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56804        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56805        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56806        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56807        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56808        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56809        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56810        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56811        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56812        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56813        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56814        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56815        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56816        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56817        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56819        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56820        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56821        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56822        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56823        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56824        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56825        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56826        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56827        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56828        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56829        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56830        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56831        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56832        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56833        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56834        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56835        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56836        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56837        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56838        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56839        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56840        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56841        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56842        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56843        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56844        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56845        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56846        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56847        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56848        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56849        127.0.0.1:64971        TIME_WAIT       0
  TCP    127.0.0.1:56851        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56852        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56853        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56854        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56855        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56856        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56857        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56858        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56859        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56860        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56861        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56862        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56863        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56864        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56865        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56866        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56867        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56868        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56869        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56870        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56871        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56872        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56873        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56874        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56875        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56876        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56877        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56878        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56879        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56880        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56881        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56882        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56883        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56884        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56885        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56886        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56887        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56888        127.0.0.1:64639        TIME_WAIT       0
  TCP    127.0.0.1:56889        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56890        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56891        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56892        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56893        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56894        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56895        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56896        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56897        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56898        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56899        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56900        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56901        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:56902        127.0.0.1:49350        TIME_WAIT       0
  TCP    127.0.0.1:57729        127.0.0.1:64639        ESTABLISHED     26656
  TCP    127.0.0.1:60069        0.0.0.0:0              LISTENING       15148
  TCP    127.0.0.1:60965        127.0.0.1:64639        ESTABLISHED     26656
  TCP    127.0.0.1:63920        127.0.0.1:64308        ESTABLISHED     30640
  TCP    127.0.0.1:63921        127.0.0.1:64970        ESTABLISHED     30640
  TCP    127.0.0.1:63968        127.0.0.1:64639        ESTABLISHED     26656
  TCP    127.0.0.1:64308        0.0.0.0:0              LISTENING       26656
  TCP    127.0.0.1:64308        127.0.0.1:63920        ESTABLISHED     26656
  TCP    127.0.0.1:64323        127.0.0.1:64639        ESTABLISHED     26656
  TCP    127.0.0.1:64329        127.0.0.1:64639        ESTABLISHED     26656
  TCP    127.0.0.1:64639        0.0.0.0:0              LISTENING       30640
  TCP    127.0.0.1:64639        127.0.0.1:50087        ESTABLISHED     30640
  TCP    127.0.0.1:64639        127.0.0.1:51787        ESTABLISHED     30640
  TCP    127.0.0.1:64639        127.0.0.1:54327        ESTABLISHED     30640
  TCP    127.0.0.1:64639        127.0.0.1:54488        ESTABLISHED     30640
  TCP    127.0.0.1:64639        127.0.0.1:55196        ESTABLISHED     30640
  TCP    127.0.0.1:64639        127.0.0.1:55218        TIME_WAIT       0
  TCP    127.0.0.1:64639        127.0.0.1:55246        ESTABLISHED     30640
  TCP    127.0.0.1:64639        127.0.0.1:56249        TIME_WAIT       0
  TCP    127.0.0.1:64639        127.0.0.1:56543        TIME_WAIT       0
  TCP    127.0.0.1:64639        127.0.0.1:56592        TIME_WAIT       0
  TCP    127.0.0.1:64639        127.0.0.1:56637        ESTABLISHED     30640
  TCP    127.0.0.1:64639        127.0.0.1:56681        TIME_WAIT       0
  TCP    127.0.0.1:64639        127.0.0.1:56732        TIME_WAIT       0
  TCP    127.0.0.1:64639        127.0.0.1:56850        TIME_WAIT       0
  TCP    127.0.0.1:64639        127.0.0.1:57729        ESTABLISHED     30640
  TCP    127.0.0.1:64639        127.0.0.1:60965        ESTABLISHED     30640
  TCP    127.0.0.1:64639        127.0.0.1:63968        ESTABLISHED     30640
  TCP    127.0.0.1:64639        127.0.0.1:64323        ESTABLISHED     30640
  TCP    127.0.0.1:64639        127.0.0.1:64329        ESTABLISHED     30640
  TCP    127.0.0.1:64970        0.0.0.0:0              LISTENING       26656
  TCP    127.0.0.1:64970        127.0.0.1:53028        ESTABLISHED     26656
  TCP    127.0.0.1:64970        127.0.0.1:63921        ESTABLISHED     26656
  TCP    127.0.0.1:64971        0.0.0.0:0              LISTENING       26656
  TCP    127.0.0.1:64971        127.0.0.1:56252        TIME_WAIT       0
  TCP    127.0.0.1:64971        127.0.0.1:56542        TIME_WAIT       0
  TCP    172.19.96.1:139        0.0.0.0:0              LISTENING       4
  TCP    172.30.176.1:139       0.0.0.0:0              LISTENING       4
  TCP    [::]:135               [::]:0                 LISTENING       1544
  TCP    [::]:445               [::]:0                 LISTENING       4
  TCP    [::]:3306              [::]:0                 LISTENING       6388
  TCP    [::]:5000              [::]:0                 LISTENING       7136
  TCP    [::]:7070              [::]:0                 LISTENING       5276
  TCP    [::]:33060             [::]:0                 LISTENING       6388
  TCP    [::]:49575             [::]:0                 LISTENING       19760
  TCP    [::]:49664             [::]:0                 LISTENING       1228
  TCP    [::]:49665             [::]:0                 LISTENING       1048
  TCP    [::]:49666             [::]:0                 LISTENING       1584
  TCP    [::]:49667             [::]:0                 LISTENING       3108
  TCP    [::]:49668             [::]:0                 LISTENING       4188
  TCP    [::]:49674             [::]:0                 LISTENING       1200
  TCP    [::1]:5173             [::]:0                 LISTENING       26144
  TCP    [::1]:5174             [::]:0                 LISTENING       21176
  TCP    [::1]:49669            [::]:0                 LISTENING       6324
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:50092  [2001:4860:4802:36::223]:443  ESTABLISHED     26656
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:51165  [2404:6800:4007:836::2003]:443  ESTABLISHED     9644
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:51433  [2606:4700:83b1:d8b7:9ac6:442:ccf5:ac50]:443  ESTABLISHED     9644
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:52040  [2607:6bc0::10]:443    ESTABLISHED     16648
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:52058  [2603:1040:401:e::1ef]:443  ESTABLISHED     20972
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:52658  [64:ff9b::34b6:8fd6]:443  ESTABLISHED     4168
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:52937  [64:ff9b::14bd:ad0d]:443  TIME_WAIT       0
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:53049  [2404:6800:4003:c03::bc]:5228  ESTABLISHED     9644
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:54556  [2603:1040:a06:6::2]:443  ESTABLISHED     5872
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:55185  [2620:1ec:46::58]:443  ESTABLISHED     13544
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:55241  [64:ff9b::2236:546e]:443  ESTABLISHED     26656
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:55412  [2404:6800:4003:c03::bc]:5228  ESTABLISHED     22256
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:55851  [2603:1040:a06:6::2]:443  ESTABLISHED     5872
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:56215  [64:ff9b::2236:546e]:443  TIME_WAIT       0
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:56534  [64:ff9b::2236:546e]:443  TIME_WAIT       0
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:56636  [64:ff9b::2236:546e]:443  TIME_WAIT       0
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:56719  [2001:4860:4802:38::223]:443  TIME_WAIT       0
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:56723  [2001:4860:4802:34::223]:443  TIME_WAIT       0
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:56802  [64:ff9b::2208:a2]:443  ESTABLISHED     13544
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:56818  [64:ff9b::2236:546e]:443  TIME_WAIT       0
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:58991  [2603:1040:603:c::d5]:443  ESTABLISHED     8928
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:62215  [64:ff9b::1261:2435]:443  ESTABLISHED     16648
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:62852  [2404:6800:4007:804::2003]:443  TIME_WAIT       0
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:64476  [2404:6800:4003:c03::bc]:5228  ESTABLISHED     9644
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:64591  [2001:4860:4802:38::223]:443  ESTABLISHED     26656
  TCP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:65264  [2001:4860:4802:32::223]:443  ESTABLISHED     26656
  UDP    0.0.0.0:53             *:*                                    5152
  UDP    0.0.0.0:500            *:*                                    5400
  UDP    0.0.0.0:4500           *:*                                    5400
  UDP    0.0.0.0:5050           *:*                                    10196
  UDP    0.0.0.0:5353           *:*                                    27612
  UDP    0.0.0.0:5353           *:*                                    27612
  UDP    0.0.0.0:5353           *:*                                    27552
  UDP    0.0.0.0:5353           *:*                                    9644
  UDP    0.0.0.0:5353           *:*                                    9644
  UDP    0.0.0.0:5353           *:*                                    27552
  UDP    0.0.0.0:5353           *:*                                    27612
  UDP    0.0.0.0:5353           *:*                                    27612
  UDP    0.0.0.0:5353           *:*                                    27612
  UDP    0.0.0.0:5353           *:*                                    27552
  UDP    0.0.0.0:5353           *:*                                    9644
  UDP    0.0.0.0:5353           *:*                                    9644
  UDP    0.0.0.0:5353           *:*                                    27552
  UDP    0.0.0.0:5353           *:*                                    27552
  UDP    0.0.0.0:5353           *:*                                    3000
  UDP    0.0.0.0:5353           *:*                                    9644
  UDP    0.0.0.0:5353           *:*                                    27612
  UDP    0.0.0.0:5353           *:*                                    9644
  UDP    0.0.0.0:5353           *:*                                    27552
  UDP    0.0.0.0:5355           *:*                                    3000
  UDP    0.0.0.0:50001          *:*                                    5276
  UDP    0.0.0.0:50076          *:*                                    20972
  UDP    0.0.0.0:50833          *:*                                    3000
  UDP    0.0.0.0:56269          34.149.212.60:443                      13544
  UDP    0.0.0.0:58373          *:*                                    5152
  UDP    0.0.0.0:58374          *:*                                    5152
  UDP    10.18.145.28:137       *:*                                    4
  UDP    10.18.145.28:138       *:*                                    4
  UDP    10.18.145.28:1900      *:*                                    17208
  UDP    10.18.145.28:2177      *:*                                    16704
  UDP    10.18.145.28:28252     *:*                                    19264
  UDP    10.18.145.28:49375     *:*                                    17208
  UDP    127.0.0.1:1900         *:*                                    17208
  UDP    127.0.0.1:49376        *:*                                    17208
  UDP    127.0.0.1:49664        127.0.0.1:49664                        5392
  UDP    172.19.96.1:137        *:*                                    4
  UDP    172.19.96.1:138        *:*                                    4
  UDP    172.19.96.1:1900       *:*                                    17208
  UDP    172.19.96.1:2177       *:*                                    16704
  UDP    172.19.96.1:28252      *:*                                    19264
  UDP    172.19.96.1:49374      *:*                                    17208
  UDP    172.30.176.1:137       *:*                                    4
  UDP    172.30.176.1:138       *:*                                    4
  UDP    172.30.176.1:1900      *:*                                    17208
  UDP    172.30.176.1:2177      *:*                                    16704
  UDP    172.30.176.1:28252     *:*                                    19264
  UDP    172.30.176.1:49377     *:*                                    17208
  UDP    [::]:500               *:*                                    5400
  UDP    [::]:4500              *:*                                    5400
  UDP    [::]:5353              *:*                                    9644
  UDP    [::]:5353              *:*                                    9644
  UDP    [::]:5353              *:*                                    9644
  UDP    [::]:5353              *:*                                    3000
  UDP    [::]:5353              *:*                                    27612
  UDP    [::]:5353              *:*                                    27552
  UDP    [::]:5353              *:*                                    27552
  UDP    [::]:5353              *:*                                    27552
  UDP    [::]:5353              *:*                                    27612
  UDP    [::]:5353              *:*                                    27612
  UDP    [::]:5355              *:*                                    3000
  UDP    [::]:50076             *:*                                    20972
  UDP    [::]:50833             *:*                                    3000
  UDP    [::]:56269             [64:ff9b::2295:d43c]:443                  13544
  UDP    [::]:58375             *:*                                    5152
  UDP    [::1]:1900             *:*                                    17208
  UDP    [::1]:49372            *:*                                    17208
  UDP    [2409:40f4:204d:fdf7:2744:d17a:5e14:8ef2]:2177  *:*                                    16704
  UDP    [2409:40f4:204d:fdf7:4864:983:a30f:3a9]:2177  *:*                                    16704
  UDP    [fe80::1f30:3453:eb19:c152%51]:1900  *:*                                    17208
  UDP    [fe80::1f30:3453:eb19:c152%51]:2177  *:*                                    16704
